offender_id,tag_install_date,tag_type,dob,sex,ethnic_group,original_offence
TCM5436AZO,2022-12-09,curfew,1972-01-26,female,white,Criminal Damage
YYM3398YCM,2022-11-30,curfew,2021-03-18,female,mixed,Violence against the person
ODT7316JYG,2022-08-27,curfew,1935-06-21,female,black,Violence against the person
YUT2700SKZ,2022-10-19,curfew,2017-11-23,female,black,Other Indictable
UPH7837BIZ,2022-12-23,alcohol,1942-01-23,male,asian,Fraud
SZG3710YWI,2022-08-27,curfew,1921-09-12,female,unknown,Violence against the person
KCD8094WYR,2022-11-19,curfew,1982-11-15,male,black,Violence against the person
YPG5085JIY,2022-12-14,location,2008-06-02,male,mixed,Other Indictable
MQG6109MQK,2022-09-27,alcohol,1904-11-05,male,asian,Violence against the person
TMQ0881CHI,2022-12-11,location,1964-11-01,female,mixed,Summary motoring
SOH3993YXK,2022-12-13,location,1983-12-05,female,other,Other Indictable
QME1746MIE,2022-11-26,location,1962-11-18,male,asian,Summary non-motoring
XHS9787OYD,2022-11-20,alcohol,1944-06-29,female,unknown,Theft offence
XSH0031MGK,2022-12-01,alcohol,1902-02-04,male,black,Fraud
HKR5977RUM,2022-09-20,location,1999-01-16,female,unknown,Other Indictable
CHD2228CSC,2022-12-02,alcohol,1949-05-19,male,mixed,Summary motoring
PHW6355OOY,2022-10-04,alcohol,2015-09-04,female,black,Fraud
QEJ6270ZGT,2022-11-23,alcohol,1981-11-20,female,mixed,Drug offence
VPS3499UKO,2022-09-19,location,1989-01-22,male,mixed,Drug offence
PBC7188EZK,2022-08-20,alcohol,1988-02-06,female,white,Criminal Damage
GPM5507KDL,2022-12-10,alcohol,2014-07-26,female,mixed,Other Indictable
JSJ6252HGV,2022-08-22,location,1989-07-07,female,black,Drug offence
GME8301FDN,2022-11-30,location,2001-04-14,male,asian,Criminal Damage
BZZ2698PGJ,2022-11-01,alcohol,2016-03-18,female,black,Violence against the person
QZQ2892TFA,2022-11-30,curfew,1939-09-08,female,mixed,Other Indictable
GYX7657CCM,2022-12-18,curfew,1993-06-24,male,black,Other Indictable
BEH2395HPD,2022-11-23,curfew,1986-12-09,male,black,Summary motoring
WHB1134XVK,2022-11-30,curfew,1977-03-09,male,mixed,Violence against the person
XMN0840FOH,2022-09-03,curfew,1903-01-04,male,black,Summary motoring
EOP3068SRK,2022-12-10,alcohol,1958-02-27,male,asian,Criminal Damage
OHE3263SFX,2022-09-08,alcohol,1954-01-28,female,other,Summary non-motoring
CNC3431OSA,2022-11-26,curfew,1963-08-25,male,asian,Other Indictable
BUL1426CKQ,2022-12-21,curfew,1953-05-30,male,other,Fraud
CTN7038VMG,2022-09-18,curfew,1974-12-13,female,asian,Summary motoring
IMT7431KVY,2022-10-08,curfew,1969-04-10,male,asian,Fraud
ERA4460VLI,2022-09-18,location,2014-01-28,female,asian,Drug offence
GTS2384JTJ,2022-08-20,curfew,1967-12-14,female,asian,Drug offence
PNH9989FHP,2022-11-30,curfew,1966-09-23,male,mixed,Theft offence
AOF9190KOB,2022-11-17,alcohol,1951-10-28,male,other,Other Indictable
TZS4114HIL,2022-08-14,location,1901-12-13,female,white,Other Indictable
ZES8671SAI,2022-10-09,curfew,1933-05-29,female,black,Summary motoring
CDU1208VDQ,2022-10-04,location,1948-05-18,female,other,Criminal Damage
FYZ1212YRK,2022-12-14,curfew,1986-05-14,male,other,Violence against the person
GIJ1274QPT,2022-08-06,curfew,1906-11-26,female,mixed,Drug offence
LDO7359UVG,2022-12-13,curfew,1926-07-22,female,mixed,Fraud
IJY3100BNT,2022-09-01,alcohol,1968-09-26,female,unknown,Drug offence
YQU4811IZM,2022-10-06,location,1957-08-17,male,asian,Drug offence
DJX3707DSP,2022-08-05,alcohol,1973-05-17,female,unknown,Drug offence
SBC2929YGM,2022-12-20,location,1904-04-22,male,other,Fraud
TOO8620ZUY,2022-09-27,alcohol,2013-11-16,female,white,Theft offence
QKB7627JBN,2022-09-24,alcohol,2005-12-08,female,white,Criminal Damage
TLE7766TYO,2022-08-10,curfew,1961-09-26,male,asian,Fraud
IUO5853OWY,2022-09-26,location,2019-04-08,female,black,Summary motoring
IFV7146YSR,2022-10-16,alcohol,1901-02-06,male,unknown,Criminal Damage
RON5494GDR,2022-09-08,curfew,1995-10-06,male,unknown,Summary motoring
CYZ8570YTW,2022-09-19,location,1916-05-15,male,other,Summary non-motoring
VOA5131CTD,2022-09-08,alcohol,1923-11-26,female,asian,Criminal Damage
